,Abbott_Laboratories_predictions,AbbVie_predictions,ABIOMED_predictions,Agilent_predictions,Align_Technology_predictions,Allergan_predictions,AmerisourceBergen_Corp_predictions,Amgen_predictions,Baxter_International_predictions,Becton_Dickinson_predictions,Biogen_predictions,Boston_Scientific_predictions,Bristol_Myers_Squibb_predictions,Cardinal_Health_predictions,Celgene_predictions,Centene_Corporation_predictions,Cerner_predictions,CIGNA_predictions,The_Cooper_Companies_predictions,CVS_Health_predictions,Danaher_predictions,DaVita_predictions,Dentsply_Sirona_predictions,Edwards_Lifesciences_predictions,Gilead_Sciences_predictions,HCA_Holdings_predictions,Henry_Schein_predictions,Hologic_predictions,Humana_predictions,IDEXX_Laboratories_predictions,Illumina_predictions,Incyte_predictions,Intuitive_Surgical_predictions,Johnson_Johnson_predictions,Laboratory_America_Holding_predictions,Lilly_predictions,McKesson_predictions,Medtronic_predictions,Merck_predictions,Mylan_NV_predictions,Nektar_Therapeutics_predictions,PerkinElmer_predictions,Perrigo_predictions,Pfizer_predictions,Quest_Diagnostics_predictions,Regeneron_predictions,ResMed_predictions,Stryker_predictions,Teleflex_predictions,Thermo_Fisher_Scientific_predictions,United_Health_Group_predictions,Universal_Health_Services_predictions,Varian_Medical_Systems_predictions,Vertex_Pharmaceuticals_predictions,Waters_Corporation_predictions,WellCare_predictions,Zimmer_Biomet_Holdings_predictions,Zoetis_predictions
233,[51.70577401],[89.42249801],[159.10849339],[65.6317092],[184.80415922],[224.15726546],[80.55642578],[189.38716134],[64.29826828],[197.74660837],[323.7863515],[28.99094641],[62.72441601],[67.5155394],[140.57207553],[95.96729708],[71.86354435],[185.33863635],[246.76397501],[82.74054867],[88.39683131],[59.7299582],[58.02175882],[111.68214186],[82.27824015],[79.73968381],[161.74120162],[37.79435096],[250.93622269],[158.85700175],[211.14395686],[120.19296672],[1041.03738134],[133.88394988],[154.19480644],[83.17187714],[152.00946522],[81.78788697],[66.0799678],[32.79581967],[21.98952888],[68.73939053],[88.59952689],[35.81774665],[105.78221112],[443.58598821],[80.61313906],[144.52917509],[234.29441058],[191.77219802],[197.87095438],[111.58344373],[107.91448847],[153.561652],[189.49827395],[176.31672727],[116.04699511],[65.29232719]
234,[51.7970057],[87.42814659],[158.75716772],[65.91837555],[184.85989778],[220.52557465],[81.69743248],[187.53928124],[63.90841478],[195.94472801],[321.54736445],[28.9544258],[62.46279013],[67.59099491],[141.9501234],[95.74933717],[71.56836786],[186.15987674],[245.24304222],[83.00917857],[88.20111258],[59.65532724],[59.38254497],[113.75090444],[82.41882016],[79.26764519],[65.83657517],[37.77255597],[249.48363828],[159.14243338],[210.81592157],[119.53892367],[1038.72374734],[134.67558937],[153.89600768],[82.50298627],[149.80061628],[82.12115243],[66.1310441],[32.00531177],[22.03072794],[69.08738787],[86.55154578],[35.2069865],[105.1188684],[432.64080651],[79.27885698],[143.87726727],[235.19597801],[190.74083443],[198.39276226],[110.87282521],[106.49084082],[153.52618179],[188.0722012],[177.69266699],[115.47313556],[65.25956172]
235,[52.09612675],[85.36066906],[158.09372277],[66.11206052],[187.69688997],[222.03522638],[80.67179032],[186.85936985],[64.30271841],[196.38376095],[318.35963433],[29.0067546],[62.73915915],[67.08650248],[142.81000506],[94.71236044],[69.3266447],[185.45244195],[249.80020255],[83.3610809],[88.06533327],[60.70324403],[58.65606484],[112.60814872],[83.1232991],[77.77318423],[69.0650602],[37.37482489],[248.53602876],[162.12273017],[209.54214836],[118.39832454],[1046.86937016],[135.43297683],[154.04553097],[82.5009709],[148.53529713],[82.42106685],[66.00418812],[31.50338725],[22.61241001],[69.50628821],[86.32168886],[35.65607771],[104.01020706],[435.17341844],[79.64524572],[144.64191767],[239.92358364],[191.96036638],[198.35839428],[109.18707194],[106.86007073],[153.35923006],[189.10634493],[176.04740982],[116.33146033],[65.2483375]
236,[51.41685352],[86.35828741],[157.3616629],[66.18892387],[187.69769453],[214.98063465],[79.34772084],[186.29352231],[63.98499863],[193.22823551],[318.07189689],[28.74504159],[62.92054299],[66.31418137],[143.42849537],[89.95042082],[69.50447489],[181.70133904],[236.06469673],[83.1883185],[86.93597712],[59.2549746],[57.87718408],[111.18697379],[82.26818722],[76.43466058],[75.40505867],[37.15421244],[239.96867409],[160.63022675],[205.29930107],[117.4923886],[1046.81936636],[135.17134989],[152.96007772],[81.83244862],[148.30058158],[81.26748747],[65.96059676],[31.00736607],[21.78258637],[69.08037525],[85.25747067],[35.37049317],[102.09809525],[431.14923898],[79.48710598],[143.09524349],[240.08111238],[189.81714519],[194.96289875],[108.19214282],[106.27766656],[153.35925603],[185.09695234],[168.62137405],[115.47537023],[64.88701605]
237,[51.90846285],[87.39994536],[157.6439959],[66.07766563],[188.39763062],[210.31032223],[78.94373502],[188.31009654],[64.29696962],[194.32095351],[319.1724755],[28.85620212],[63.51177298],[66.60048148],[144.11663996],[90.85943542],[69.81710298],[182.13058497],[237.06572571],[80.87370588],[86.55653751],[60.51277706],[58.71399394],[111.87558821],[82.53263255],[77.98559547],[90.00454474],[37.41616514],[239.88473106],[158.40391704],[203.27706014],[114.97322408],[1046.79927455],[133.47693099],[154.19268103],[82.10635095],[150.08319515],[80.22389807],[65.81829271],[31.43578771],[21.38483525],[69.00772146],[85.49829663],[36.07708078],[101.84196634],[439.16367067],[79.68068128],[142.83998619],[237.20191332],[188.83826017],[195.92694015],[110.13026049],[107.01680193],[152.7615556],[184.22426738],[166.40759428],[116.28521513],[64.59118685]
238,[51.42153717],[87.47146745],[159.82042572],[65.92026473],[187.16295329],[202.69552747],[80.57623868],[186.65672589],[63.3565019],[191.83520295],[314.96666325],[28.78848889],[63.31821558],[66.77012042],[143.65941632],[90.97060422],[69.61023362],[182.26382317],[232.09600843],[79.62936867],[86.52331926],[61.28531021],[57.70676515],[110.37612968],[82.63665861],[77.81859077],[82.5048805],[37.55054772],[239.06624116],[155.80587318],[200.40257853],[115.20341669],[1031.26613817],[131.76125084],[153.96543718],[83.25632009],[152.48460908],[79.61138165],[65.64163117],[31.219285],[21.86147027],[68.2034308],[85.12684728],[35.91652032],[101.58857147],[433.29036704],[77.34080039],[140.81389211],[236.93484662],[187.98941635],[195.49985756],[108.54570511],[104.74125949],[152.16307034],[182.02392196],[166.61671405],[113.05936375],[64.32870705]
239,[52.56741601],[87.4951849],[163.74792093],[65.79107936],[187.61787176],[205.45273875],[81.04309091],[185.89141306],[63.47607074],[193.37496252],[318.47073418],[28.87956602],[63.3878072],[66.64938415],[143.79115147],[92.24112958],[69.5721503],[182.8794505],[240.21006445],[79.57522898],[86.83181232],[57.46342957],[58.65405421],[110.69899857],[83.35272867],[78.22496976],[79.60753318],[37.57986131],[238.97132939],[157.72155956],[201.67033816],[110.82010949],[1031.20961989],[131.41222513],[155.11139669],[83.91621775],[153.95450971],[79.83156128],[65.18398043],[31.3352507],[22.50156319],[68.20503869],[84.89707935],[35.9879274],[102.12100709],[432.95013147],[77.50739805],[141.08248772],[241.66604136],[188.41523512],[193.49183138],[109.29381583],[105.18987037],[151.31244224],[181.52111586],[167.39951594],[114.48171221],[64.22837521]
240,[52.57482217],[86.58747244],[160.30225213],[64.79899362],[185.84432007],[211.91047906],[80.83328001],[186.20882744],[62.71585044],[193.40944],[317.68861087],[28.76898333],[63.18560563],[67.25960111],[144.85507572],[90.43076128],[69.42024424],[181.65053288],[240.4482013],[81.33570325],[86.04309581],[57.77991773],[59.1939529],[110.51056279],[83.55262097],[76.15929743],[80.35775025],[37.36445094],[237.35261206],[154.61592286],[201.44703687],[110.00945591],[1019.07378839],[131.30304932],[150.49485834],[84.51846492],[154.48296764],[78.45341944],[65.22871287],[31.415407],[22.88299832],[68.49890946],[85.01745156],[35.44955764],[95.24364332],[437.90486261],[77.30788849],[140.29748159],[242.90459319],[187.4714471],[192.02800508],[107.9134897],[104.09680495],[149.14877059],[180.3257496],[164.41618901],[114.27065238],[63.78564924]
241,[52.89891169],[85.39460468],[160.85015015],[64.17200146],[184.13961717],[209.36714963],[82.03280494],[185.81274371],[62.47521913],[194.57943123],[316.90730684],[28.71396924],[62.95308318],[67.81085246],[143.67065139],[92.2401431],[69.88414932],[183.72510417],[236.23355312],[81.64919333],[85.49673258],[58.53630356],[59.5908791],[110.62935521],[83.74868667],[77.75800103],[80.41842242],[37.44356693],[239.37593112],[153.1113218],[198.75431689],[109.10154281],[1016.72978995],[130.97181298],[150.94060461],[84.22618226],[154.86662062],[78.47610247],[64.80744732],[31.13074004],[22.26185658],[68.23044508],[84.69806242],[35.33307477],[94.42318829],[435.78200116],[76.41393785],[141.24068816],[241.22678024],[187.76577358],[192.93522117],[109.14469611],[103.65349439],[148.44620853],[179.18235694],[165.72217859],[114.80129715],[63.44434028]
242,[52.11512148],[84.73116082],[163.83673761],[64.42407115],[185.18821414],[207.9791435],[82.60144584],[184.95676396],[62.45577674],[194.05507831],[312.88530801],[28.86346625],[62.96349285],[68.12227179],[142.93868293],[93.76202929],[71.08585189],[184.44824399],[235.64606478],[81.49290821],[85.52506707],[58.23599747],[59.82640419],[109.34977612],[83.81590528],[78.16837759],[81.16797148],[37.18752235],[239.08507761],[156.45369469],[197.83660669],[110.83008682],[1025.46336829],[129.76772761],[149.70605147],[84.70034003],[155.91946583],[77.93184379],[64.63137738],[31.93491056],[23.10873206],[68.51716393],[85.10373284],[35.47049521],[93.06147149],[435.31987779],[76.24623825],[141.07980324],[241.22370231],[188.47278645],[194.74500564],[109.62602581],[101.62354664],[149.14019815],[178.814551],[168.28936979],[116.27863397],[63.27469017]
243,[53.68730981],[89.08405014],[162.63095734],[64.07890278],[183.32734588],[203.83653528],[81.06177508],[185.44725978],[62.31332453],[193.58326781],[310.30201052],[28.77575414],[63.01828982],[67.01759007],[142.72422225],[95.74026111],[70.8523954],[186.98413782],[231.41310283],[81.20320599],[85.1304759],[58.44564423],[59.17172066],[108.93515734],[80.83725217],[79.18865686],[80.83224506],[36.67950599],[242.86171796],[154.59115443],[199.02252339],[113.50282031],[1027.17282841],[129.48324379],[150.067513],[85.03271617],[153.81156922],[77.82012112],[64.33596888],[30.78425438],[23.76316666],[68.36095048],[83.0752651],[35.63292666],[92.00916776],[434.91796588],[76.18425315],[140.32227944],[240.45225727],[186.69318829],[196.23326707],[109.78487319],[99.93033122],[149.94612612],[178.8677043],[170.68254845],[115.6701093],[63.34803585]
244,[53.35993758],[88.77528192],[168.23298497],[64.27257465],[185.88718583],[205.52743133],[82.68778389],[186.55009323],[62.78036231],[195.94372636],[313.45285102],[29.1534101],[63.7621819],[66.96358128],[145.79787374],[96.70990806],[71.27233904],[186.97290484],[237.47928568],[81.35984184],[85.7678979],[59.37867283],[59.82443286],[109.42213821],[81.11443972],[79.31308823],[82.0143925],[36.73116965],[243.87942061],[155.30311317],[199.39122159],[117.06104552],[1046.28482969],[129.98052864],[150.92953373],[85.58634247],[153.55399238],[77.84314286],[64.0874716],[31.45380452],[24.06983099],[69.0058134],[84.65263124],[35.71151665],[93.22170436],[447.98709904],[77.03672877],[142.09220671],[242.18194062],[189.12540428],[195.8612149],[110.77110993],[100.00928625],[152.21929766],[179.53597748],[171.63540428],[117.16586751],[63.71696728]
245,[53.7204045],[90.65469432],[169.56634813],[64.86495276],[187.43859453],[211.16868221],[83.54409914],[187.26019856],[63.18508864],[196.43764973],[316.17943461],[29.44462972],[64.5559603],[68.19529883],[146.04906001],[96.88473321],[72.30414303],[188.97279326],[240.56303687],[80.83947359],[86.48981898],[60.12856893],[56.12622821],[110.0491451],[83.7948304],[79.87206228],[80.98021062],[37.0528275],[244.99748937],[157.2246451],[202.27678387],[115.11694049],[1061.89474847],[131.28436937],[151.486716],[86.27483063],[155.23745106],[78.09552105],[64.56837071],[32.2635579],[24.7313621],[69.50180612],[86.20511058],[36.07936806],[93.5906431],[462.7517964],[77.42384515],[143.46638768],[244.8608796],[191.37826517],[197.33036195],[112.09355142],[100.19893643],[152.43573708],[181.87210454],[171.79575084],[117.67858104],[63.76515131]
246,[53.71174909],[89.58620881],[169.00174294],[65.1451932],[186.45234802],[209.73344233],[82.99327135],[187.26420953],[62.62201616],[193.75856006],[316.98133334],[29.07243235],[64.2854577],[67.64732585],[145.98658962],[96.94651898],[72.14073203],[191.93688736],[240.33005747],[80.90908094],[86.47490353],[60.85885378],[55.63571453],[108.14479017],[83.26317997],[79.42934209],[81.53390801],[37.7174398],[247.72209002],[154.59257209],[202.45404615],[112.55666705],[1074.32222761],[132.10069851],[150.92214698],[86.47083545],[154.03954177],[78.14870543],[64.38066738],[32.61248046],[24.61337119],[70.10948995],[86.07963158],[36.11873173],[93.00383353],[455.56923634],[76.51637656],[143.6537491],[244.53381503],[190.56832757],[198.56306906],[112.54454116],[100.0994593],[152.51448854],[182.74426587],[175.67229995],[116.21975091],[63.65653508]
247,[54.3946866],[90.13441811],[171.64180341],[65.79908376],[186.33033128],[208.16586533],[82.49475436],[188.65878155],[62.90462855],[194.83369025],[314.72164939],[29.21982084],[64.77253147],[67.47114598],[146.3412649],[96.79045031],[71.74987439],[190.70118543],[241.10513846],[80.12992561],[86.80203098],[59.89463635],[57.21173197],[110.37530995],[82.05628756],[77.80874451],[81.7185276],[37.75792358],[246.56736284],[157.2775863],[205.8541139],[113.50991245],[1085.39538985],[132.9077682],[152.13043121],[86.94141251],[153.56567328],[78.62918172],[64.61689632],[37.8146401],[24.95435607],[70.21494837],[86.6894022],[35.95213204],[92.94680581],[454.88398657],[77.3009653],[145.96921659],[246.30692146],[193.36854962],[200.45621234],[112.08461194],[101.74430611],[152.39620534],[183.79668691],[173.93285251],[117.59138841],[63.61589004]
248,[54.91900441],[90.15628839],[173.8739656],[65.66329593],[186.68221254],[209.16538598],[84.36498543],[186.91986241],[62.67273805],[197.40115797],[326.84308596],[29.42410747],[63.76928231],[67.62285031],[139.99631949],[97.36959967],[71.52445096],[190.79420297],[241.42386836],[80.86485645],[86.95496268],[60.39933559],[59.14503697],[111.73371836],[83.48235083],[77.42784928],[81.56160522],[37.78199714],[245.42586217],[158.3142551],[205.71034536],[113.64624957],[1089.91241639],[133.21216359],[151.77041167],[87.64113037],[153.73664641],[79.48049762],[64.59422357],[37.69789235],[24.74619326],[70.44145717],[87.01428601],[35.99604261],[92.56273907],[463.26211518],[77.31429686],[148.17160971],[246.44836338],[193.409799],[197.97343828],[112.18245342],[102.53197956],[152.37226233],[183.99153487],[172.21492542],[119.08940608],[63.76855812]
249,[55.02143826],[90.59542173],[174.92295863],[66.28112632],[187.11635576],[206.99311568],[80.56027525],[186.00549074],[62.89644721],[198.38252526],[327.37296107],[29.53396279],[64.89006159],[66.04784528],[139.23298565],[98.03839827],[71.56810485],[191.00760102],[241.35015298],[77.23642733],[87.59090062],[59.83153808],[58.67710881],[111.38789217],[82.30007592],[76.89275017],[80.91013065],[37.6890365],[247.2216902],[159.05086822],[204.41952616],[115.13125303],[395.18534077],[133.30235713],[151.71310198],[87.1833597],[151.36834835],[79.78767824],[64.57026213],[38.47902491],[24.87673607],[70.61212133],[86.58476382],[36.05369789],[92.4643594],[471.46566406],[77.28838799],[148.9318166],[246.27648643],[193.42947649],[198.08742976],[110.37856893],[102.40083515],[155.15750155],[185.95616587],[174.33109551],[119.31754372],[63.78197448]
250,[54.66724878],[90.80971188],[173.99959038],[66.51334026],[188.08392071],[203.03821321],[78.06875528],[185.40792928],[61.41570367],[197.05362949],[328.32376673],[29.344191],[64.08993411],[64.95849061],[139.41323998],[97.26468371],[71.46868017],[189.17267619],[236.79655957],[74.49920332],[87.04041441],[53.92400567],[58.09906665],[110.18012118],[81.97421803],[75.6149725],[79.95639432],[36.90725074],[240.34133377],[158.19681565],[203.2727826],[113.94189089],[380.40714185],[133.48890516],[149.38840812],[87.06503413],[148.19563916],[76.98778231],[64.35374583],[37.77911021],[23.8953076],[70.63122327],[86.92523115],[36.16295857],[91.17167468],[469.32345034],[76.15115327],[145.93919484],[243.74103602],[193.26362681],[196.48736351],[107.55891367],[100.44678961],[155.8561927],[183.97584071],[170.79096632],[117.62287198],[63.7714922]
251,[55.42228913],[91.22706778],[172.6096359],[66.57280686],[188.77684366],[207.66132988],[79.44367425],[185.99386419],[61.66161524],[196.08021064],[332.8774839],[29.35547184],[65.21579107],[65.74084922],[139.97642311],[96.39309751],[71.43308472],[188.30947764],[234.25533748],[74.49992888],[87.15285156],[54.5528588],[57.43746657],[110.08485803],[83.06323837],[75.55300472],[79.78350237],[36.91353037],[240.58100788],[157.47274043],[204.23901818],[114.92448063],[462.59695831],[133.95645405],[149.61707258],[86.2854488],[149.33979698],[77.28162128],[64.48301631],[38.59975872],[23.28102029],[70.90503865],[87.95734606],[36.41067754],[90.912795],[460.45762981],[76.28732373],[144.76659343],[240.49016318],[192.78537403],[195.05517868],[106.8490571],[100.47306636],[154.60684059],[185.14172509],[168.0766246],[118.46077126],[63.98569163]
252,[54.47030012],[92.45836653],[173.00650764],[66.59907221],[191.98105084],[206.6726477],[80.66017276],[184.19167017],[61.98296611],[197.53063096],[333.35513546],[29.29975377],[65.04971618],[65.82979106],[139.71880602],[96.12711897],[71.53399194],[187.14931879],[237.70216765],[74.13612158],[87.00027639],[54.5844851],[57.25560658],[110.60345476],[82.68140285],[75.67397841],[80.68658373],[36.69605568],[240.8368514],[158.159849],[206.76824142],[111.40614971],[469.28711896],[136.62600957],[149.44218301],[86.18330267],[149.95694452],[78.27138314],[63.82548781],[38.24792519],[23.04977314],[71.52717133],[87.14167914],[36.44048461],[91.38038405],[452.73885862],[76.62097361],[146.47168525],[239.90044378],[193.51171722],[195.54593392],[107.86054552],[100.98060276],[153.76418348],[185.67431692],[170.99335411],[118.57765622],[64.26360621]
253,[54.73959132],[91.44006495],[173.23543263],[67.46560734],[192.62893269],[204.1534151],[80.47922684],[182.84763053],[62.54612524],[199.06568217],[333.17736849],[29.44932608],[65.40764515],[66.22470329],[138.48667957],[93.83231992],[71.77375665],[187.13294523],[237.83122382],[73.78825781],[87.05887979],[54.3686421],[58.51268844],[110.20748755],[81.13964851],[74.40083784],[80.54525912],[36.60666167],[241.36863551],[161.89744549],[208.31469715],[112.95894029],[516.81207756],[136.93229784],[150.4056496],[86.44050735],[150.59303664],[78.07379033],[63.88374539],[37.77101053],[23.03763107],[71.83904874],[87.6117229],[36.34581585],[91.55575074],[447.64448247],[77.64965192],[146.62643748],[240.13676428],[193.46153538],[193.32435302],[106.10838115],[102.28791679],[154.02006893],[185.96819201],[168.32143835],[120.66592174],[64.83887669]
254,[54.6423566],[90.75514244],[173.9316853],[67.0145195],[192.67115283],[205.36069789],[79.1478314],[183.00599289],[62.90544087],[201.58472041],[337.7473038],[29.45563594],[65.26999047],[64.96942207],[136.44822866],[90.72252416],[73.58405397],[186.35563094],[236.44893677],[72.55242758],[86.86303386],[54.77924113],[58.22733116],[108.18885613],[81.17662551],[74.59329338],[80.94368925],[36.30024591],[237.81630343],[159.66733092],[207.04511457],[114.28783359],[362.282455],[136.57705459],[149.64910547],[86.61360533],[147.29619227],[78.13240602],[63.43068853],[37.93650686],[23.13594144],[71.40924522],[87.68136368],[36.33562392],[91.1092027],[443.80680327],[77.6135244],[146.87967493],[239.01333759],[192.61576574],[192.84959001],[105.62565842],[102.5931026],[153.09111404],[185.76241109],[168.92032478],[119.71761744],[65.36531325]
