,Affiliated_Managers_Group_predictions,AFLAC_predictions,Allstate_Corp_predictions,American_Express_predictions,American_International_Group_predictions,Ameriprise_Financial_predictions,Aon_predictions,Arthur_J_Gallagher_predictions,Assurant_predictions,Bank_of_America_predictions,The_Bank_of_NewYork_predictions,BBT_predictions,Berkshire_Hathaway_predictions,BlackRock_predictions,Capital_One_Financial_predictions,Cboe_Global_Markets_predictions,Charles_Schwab_Corporation_predictions,Chubb_predictions,Cincinnati_Financial_predictions,Citigroup_predictions,CME_Group_predictions,Comerica_predictions,Discover_Financial_Services_predictions,ETrade_predictions,Everest_Re_Group_predictions,Fifth_Third_Bancorp_predictions,First_Republic_Bank_predictions,Franklin_Resources_predictions,Goldman_Sachs_Group_predictions,Hartford_Financial_predictions,Huntington_Bancshares_predictions,Intercontinental_Exchange_predictions,Invesco_predictions,JPMorgan_Chase_predictions,KeyCorp_predictions,Lincoln_National_predictions,Loews_predictions,MT_Bank_predictions,Marsh_McLennan_predictions,Moodys_predictions,Morgan_Stanley_predictions,MSCI_predictions,Nasdaq_predictions,Northern_Trust_predictions,Peoples_United_Financial_predictions,PNC_Financial_Services_predictions,Principal_Financial_Group_predictions,Progressive_predictions,Prudential_Financial_predictions,Regions_Financial_predictions,State_Street_predictions,SunTrust_Banks_predictions,SVB_Financial_predictions,T_Rowe_Price_Group_predictions,Torchmark_predictions,US_Bancorp_predictions,Unum_Group_predictions,Wells_Fargo_predictions,Zions_Bancorp_predictions
231,[178.74919418],[82.32937709],[91.85110235],[86.57709432],[61.29299964],[137.82383656],[142.89574856],[60.35968017],[94.30471183],[23.98230411],[51.98719881],[44.83505166],[178.74375812],[428.24926086],[79.5811893],[104.82585298],[39.84859264],[147.2488934],[76.75561337],[68.82623412],[130.01742383],[69.29853793],[58.00666506],[40.77704447],[233.87972907],[26.18959222],[98.15922402],[42.19735086],[226.24079776],[53.85269063],[12.79237179],[66.21812631],[32.51757252],[91.03202329],[17.44764888],[68.71646652],[46.93613368],[149.01458585],[81.75603404],[136.21736948],[45.78313818],[117.75225782],[75.08306979],[90.5561245],[16.90433964],[126.48792819],[62.46123477],[46.78522848],[102.18238096],[13.718657],[94.98092373],[54.72341798],[171.3956499],[84.78791169],[77.75152222],[51.61092676],[48.57305946],[51.57484544],[43.42732057]
232,[176.97940882],[82.00869664],[90.63567921],[86.6540183],[60.56953692],[137.82077624],[142.69632604],[59.80290638],[93.48588728],[24.36893801],[51.56860362],[44.68853834],[178.78683586],[425.55254951],[80.21200321],[105.3784275],[39.84031448],[143.98894715],[75.93672221],[69.44498154],[131.05723512],[68.71037955],[59.33327118],[40.66787765],[232.75336588],[26.31128449],[97.89225951],[41.99171127],[226.6093696],[53.51218619],[12.88376916],[66.03179154],[32.73197625],[91.24000397],[17.87055123],[69.34510767],[47.10336685],[150.35196042],[81.59877498],[135.35482921],[46.26258682],[114.27422048],[74.69011437],[88.07821],[16.94185734],[127.32660688],[62.23326884],[45.93828566],[102.34226017],[13.77076509],[94.17452283],[55.30434525],[171.56359481],[84.20031601],[77.12864514],[52.03428019],[48.47958408],[51.4485767],[43.07391516]
233,[178.50654603],[82.01141676],[90.46492253],[86.14232538],[59.74486995],[138.98407059],[142.23927728],[59.98112836],[93.17545434],[24.22994945],[51.12735423],[44.0451534],[178.50525927],[425.6953457],[78.64267385],[105.96389607],[39.98025222],[142.75169123],[75.73214572],[69.16650884],[132.12037182],[68.07820901],[58.64811974],[40.70234203],[228.55846536],[26.28223432],[95.65813477],[42.11655936],[226.65220755],[53.27751122],[12.79320317],[66.015021],[32.77424333],[90.91009204],[17.85224067],[69.20044996],[47.12048687],[149.78278484],[81.40771655],[135.01637456],[46.40127461],[113.51815983],[74.80570318],[87.81044139],[16.75045369],[127.05968901],[61.96215943],[46.19715312],[101.91423011],[13.6896263],[94.04385669],[54.65473471],[168.72944932],[84.27728586],[76.91853924],[51.56756806],[48.02391924],[51.23616792],[42.6140618]
234,[179.6451588],[82.82586274],[90.95766148],[86.94141047],[59.6150221],[139.80643397],[143.38052081],[60.3898448],[93.890204],[24.36958186],[51.59945914],[44.16730451],[179.83064418],[428.42094709],[80.05638253],[104.71874331],[40.20979391],[143.75995024],[75.26311977],[68.97474212],[131.48541485],[69.12872237],[59.42296164],[41.05528745],[231.90464485],[26.50961596],[96.34409078],[42.43512845],[224.95442323],[53.70592378],[12.76271318],[65.21893544],[33.07027854],[91.55621643],[17.89140927],[69.6134345],[47.44682869],[149.92518002],[81.29328906],[136.35055134],[46.54495504],[113.23766858],[74.72212269],[87.98789858],[16.89612342],[127.9950059],[62.47720324],[46.13186116],[102.7005021],[13.74134884],[94.03314615],[54.74774847],[170.5180836],[84.70650644],[77.19747162],[51.74577808],[48.42016816],[51.59975062],[43.25543671]
235,[182.54948251],[83.17272242],[90.66054584],[87.85291316],[59.4838482],[140.94656643],[144.11493568],[60.47628222],[93.88934169],[24.69120609],[51.71319363],[44.26325527],[181.39330212],[429.4207338],[80.20431372],[105.50002756],[40.64501194],[143.83834668],[76.09559671],[70.64172047],[131.31871219],[70.75468357],[60.23947296],[41.47185717],[226.72392325],[26.87234513],[97.51911566],[42.77389205],[227.50843445],[53.83954521],[13.09510672],[65.4735959],[33.43493432],[92.92754992],[18.06419802],[70.704532],[47.46498505],[151.60753414],[81.50954777],[136.7616451],[47.31358858],[113.32261692],[75.16548353],[88.70563909],[17.02783548],[129.57675446],[62.40996775],[46.3676247],[103.36026646],[14.017507],[94.84159165],[55.53001769],[172.67565379],[85.38653833],[77.52611777],[52.33815825],[48.99352034],[52.71295083],[43.98699138]
236,[182.26067364],[83.63680698],[91.14933269],[89.02726674],[59.60001421],[141.25099148],[144.50425536],[60.36487953],[93.02371143],[24.86018779],[52.06357916],[44.68353408],[182.9357095],[432.48082075],[80.98763845],[105.51250748],[41.05332702],[143.56064064],[76.01942592],[71.09644076],[131.80764216],[71.8515655],[60.4932409],[41.70672461],[226.34430459],[27.17716718],[97.97239721],[42.83420881],[229.01388748],[54.40975701],[13.24316667],[66.10455769],[33.5079148],[93.99865202],[18.09776602],[71.56989447],[47.6717389],[152.68327833],[81.82839148],[136.91394035],[47.66475511],[114.16874382],[76.29271861],[88.62935283],[17.2036775],[131.239581],[62.91125546],[47.61810691],[104.27444857],[14.15614036],[95.72282042],[56.0451517],[172.9545469],[85.05945183],[77.87520022],[53.1567515],[49.28374457],[53.36002466],[44.45802658]
237,[183.01069932],[83.8638868],[91.39571146],[88.38469105],[60.13322441],[141.50546662],[145.88262873],[60.69987053],[93.24004919],[25.08092084],[52.39721575],[44.8490397],[183.6904304],[433.96485744],[81.75903558],[106.48870244],[41.61110747],[143.8119025],[76.36562913],[71.51631513],[133.73145732],[72.50834629],[60.33108752],[41.77534696],[224.93140635],[27.39979934],[99.66631549],[42.9479332],[229.93178228],[55.04690332],[13.35478999],[66.4929395],[33.43986864],[94.61321856],[18.1523186],[72.26823504],[47.75711914],[154.52780036],[82.56238798],[136.79541589],[47.88585985],[114.42111914],[76.71171592],[89.75537866],[17.31721396],[132.93765713],[63.10607313],[47.73501372],[105.14059008],[14.32641458],[95.82201179],[56.69077823],[177.40428194],[85.71926275],[78.58104576],[53.49656329],[49.68817732],[53.73191368],[45.11170626]
238,[184.0533258],[83.60294275],[90.74945571],[88.36139929],[60.5205519],[142.13796922],[144.90158079],[60.71628804],[93.66702958],[25.16028328],[52.41261004],[45.231725],[183.1593528],[433.66212476],[81.53173084],[106.26131709],[42.09145505],[143.005742],[75.59629452],[71.72542518],[133.98612317],[73.33805768],[60.46734716],[41.77579542],[227.76654234],[27.52841085],[100.73145554],[42.53899629],[231.25889179],[54.31946897],[13.38925429],[66.65300062],[33.54857783],[94.97801153],[18.24987615],[72.37671957],[47.70361543],[154.31876851],[82.37960744],[136.6271274],[48.25799346],[115.37249856],[76.14458354],[90.85526807],[17.39378026],[133.28779358],[62.91493317],[47.66357591],[104.7516405],[14.43259015],[95.93685047],[56.97789117],[178.96839037],[85.9328101],[78.62443752],[53.68588335],[50.02816087],[54.00007885],[45.34806196]
239,[184.7808365],[83.9130856],[90.49981999],[88.3478977],[60.68640351],[142.95963553],[146.02378659],[60.99338507],[94.52474762],[25.00715907],[52.37458745],[45.19532022],[181.95142289],[435.50273564],[81.91848939],[106.67215155],[42.54609299],[142.68942184],[75.94601056],[71.33481136],[134.26348193],[73.41793646],[61.40768535],[41.82541242],[226.38774254],[27.29685347],[100.91819037],[42.88783134],[231.01060217],[54.48768303],[13.39328153],[66.86383249],[34.20674473],[94.77091864],[18.31292069],[72.90278256],[47.59957384],[153.82901675],[82.7104735],[138.10386598],[48.19588438],[117.41035336],[76.41895761],[90.32272062],[17.3687235],[133.36235546],[63.12390992],[47.95380119],[104.95568445],[14.41627811],[95.52178926],[57.17996886],[179.78415124],[86.69793421],[78.6249952],[53.60967354],[50.11653768],[54.20053892],[45.11596027]
240,[186.77299174],[84.2464926],[91.10316295],[88.14442618],[60.93655794],[143.1908819],[145.18911299],[60.89006979],[94.93490847],[24.74972763],[52.20948228],[45.32436854],[182.55431056],[437.52281975],[82.44491097],[106.34076365],[42.52484385],[143.24406753],[76.30426089],[70.83466371],[134.37899498],[73.62894605],[61.92811668],[41.68186586],[224.03626889],[27.13797163],[100.27064377],[43.38079688],[230.23368666],[54.62569889],[13.3842012],[67.03738538],[34.22581102],[94.0837941],[18.27072798],[72.8070807],[47.77162933],[154.68734826],[82.86970016],[138.77019703],[47.72195041],[116.02394641],[77.13142807],[89.32767504],[17.47207799],[133.46648158],[63.3671223],[48.15437424],[105.34768925],[14.48170115],[94.44914186],[57.44058559],[179.85421087],[87.25807665],[78.89520705],[53.58112346],[50.39017108],[53.99628074],[45.43484706]
241,[185.56899253],[83.57909299],[90.86079424],[88.74399364],[60.45127168],[144.43150563],[146.43098555],[61.48663676],[94.3865478],[24.81854918],[52.14610044],[45.17938822],[182.05975903],[434.56410441],[82.78813308],[104.82542791],[42.82381739],[141.71828555],[76.21510298],[70.96590879],[133.16402586],[73.80826986],[62.70578416],[41.91539056],[220.27487898],[27.40848451],[100.85691827],[43.51300281],[229.90265847],[54.90539369],[13.45538403],[66.82461358],[34.09038245],[93.69096815],[18.34422512],[72.94557706],[47.8753809],[155.44154117],[83.69071878],[138.44808903],[47.45845603],[115.22230979],[76.47039794],[89.89814123],[17.61024838],[132.47057567],[63.35983486],[47.87616128],[105.92198052],[14.70945649],[93.94215479],[58.11902905],[180.60893915],[86.56291201],[78.86455484],[53.59628116],[50.52400281],[53.78745722],[45.84311804]
242,[188.46431608],[83.78488433],[90.89370484],[89.52201989],[61.21817209],[148.07063116],[146.4032698],[61.66436381],[95.59896075],[25.44985008],[52.79762932],[46.09758063],[183.31302561],[438.49858929],[83.91898663],[106.67568193],[44.02216618],[142.02037026],[76.89103848],[72.35420827],[134.46478798],[75.19230498],[64.06954901],[43.17333442],[221.41341627],[27.69662819],[102.65303347],[44.48969248],[234.88302774],[55.06144634],[13.75207024],[67.92016302],[34.38227549],[95.25236869],[18.66861375],[74.17447917],[47.85058121],[157.91380597],[84.19780613],[138.76727291],[48.09906401],[115.64710725],[77.147943],[91.80033779],[17.89653117],[134.30500528],[64.50885407],[47.708685],[106.76828196],[15.05838833],[95.66098499],[59.27884693],[186.58037048],[88.10199448],[79.80881828],[54.15907532],[51.34725563],[54.21882549],[46.63429524]
243,[189.25044855],[82.30919466],[91.28963437],[90.15355009],[60.96879788],[147.78302423],[147.04922204],[61.53536474],[95.8369663],[25.45674101],[53.00700787],[46.28363311],[183.22883777],[445.72597036],[84.07404605],[107.43202409],[43.69481484],[142.16334262],[77.37775262],[72.65109312],[135.87891115],[75.54468538],[64.35746705],[43.22769117],[223.21814625],[27.58560924],[103.68841268],[44.49714489],[235.65288288],[55.10634853],[13.86143844],[68.33792395],[34.27304503],[95.46150128],[18.65162003],[73.37742923],[47.82881245],[159.11281438],[83.71664314],[138.53056799],[48.18327592],[116.96388089],[77.56732655],[91.9460565],[17.95325953],[134.52948753],[63.96482427],[48.10869911],[106.01082487],[15.05153289],[95.85014941],[59.27680391],[186.50970621],[90.03038677],[79.72076373],[53.49959125],[51.09938911],[54.25575477],[46.95331009]
244,[189.64936202],[81.49569723],[91.96040967],[90.4588345],[61.43481529],[148.65074213],[146.06016938],[61.50078755],[95.58371846],[25.35745058],[53.02143017],[46.93563699],[183.4093571],[446.99798636],[84.64009016],[107.72849998],[43.73994166],[142.74831648],[76.64233782],[72.786414],[135.82648256],[76.27342869],[64.46334601],[43.55757603],[228.70625901],[27.98123806],[104.47852228],[44.52770226],[237.25197967],[55.4054826],[13.95662567],[68.54325123],[35.06346483],[95.61146616],[18.82799309],[73.46378725],[47.84658877],[160.98625797],[83.78909459],[139.30551787],[48.20262485],[117.11056937],[77.6820991],[91.92525137],[18.12418627],[134.83946172],[64.33510403],[48.45891847],[106.28488153],[15.24532839],[95.56772032],[59.74604916],[187.13507991],[90.60160427],[80.07434554],[53.61001016],[51.12639117],[55.1978575],[47.19311778]
245,[192.65282114],[82.00422169],[92.36304845],[90.49668751],[61.77601816],[148.57229562],[147.35270189],[61.7107398],[95.58454378],[25.63468057],[53.66159122],[47.11255072],[185.22752018],[450.01355319],[85.8808551],[108.08078476],[44.04964583],[145.45753715],[77.51392937],[73.81284795],[136.49823996],[76.67705505],[65.1364608],[43.655131],[229.09857372],[27.86702648],[104.9440993],[44.66793987],[240.54005063],[55.56900614],[14.03433625],[69.12677251],[35.51541181],[96.80894319],[18.89233391],[74.3187435],[48.11097939],[161.2672039],[84.52506165],[140.24724284],[48.95418974],[117.08595369],[77.7604917],[92.47014395],[18.22136051],[135.1230187],[64.89001853],[49.05064321],[107.27394679],[15.22029191],[96.32066104],[59.77742255],[187.89142651],[90.6281485],[80.29839962],[53.43714891],[51.61767685],[55.44143162],[47.26710544]
246,[192.59993303],[82.37600656],[92.09097489],[91.42178201],[61.67519074],[149.48838671],[147.35472463],[62.03679481],[95.76426889],[25.85255848],[53.78332273],[46.86436606],[185.71291922],[450.54151296],[86.32996072],[109.16238492],[44.4559807],[144.62125634],[77.17240035],[74.06335227],[137.34417776],[76.1595008],[65.73959347],[44.34118051],[229.05275833],[27.90615528],[105.11135259],[44.7510898],[241.6683608],[55.4247587],[13.90309664],[69.68507186],[35.77891449],[97.34432269],[18.7252237],[73.79106906],[48.38479344],[161.29709053],[84.4905007],[141.04377728],[49.27509395],[118.44759005],[77.77812266],[92.36372374],[18.13139296],[134.22365744],[65.29725052],[49.06453051],[107.82845948],[15.16902607],[96.99485411],[59.49531671],[186.01016999],[90.93844952],[80.4025738],[53.5146496],[51.54402882],[55.57805291],[46.92783688]
247,[195.02683433],[82.22685049],[92.80879315],[90.9370995],[61.53444653],[149.90743581],[146.75295537],[61.63023157],[95.34562853],[25.70954573],[53.80493158],[46.3521586],[185.84159529],[457.67330243],[86.30983579],[109.41354988],[44.32501412],[144.82473362],[77.45751346],[74.07713316],[136.98282256],[75.2887167],[65.49435956],[44.27842305],[227.35875164],[27.81373565],[104.50689276],[44.86941598],[240.25214657],[55.68308129],[13.76961718],[70.27600833],[35.56219698],[96.37990845],[18.57839825],[74.21392268],[48.52867109],[160.67728794],[83.31728122],[141.76308275],[49.0037595],[120.08259773],[77.64943929],[91.65512011],[17.92441112],[134.31369588],[65.80202799],[49.20080297],[107.84841962],[15.09122018],[97.12849406],[59.6292449],[182.70893889],[91.45871747],[80.31460272],[53.18448063],[51.65346339],[54.90255062],[46.69198472]
248,[195.04801952],[82.46601511],[93.21580232],[91.14584008],[61.94110174],[150.62340104],[146.62471849],[61.76683386],[95.49572516],[26.17035099],[54.44475074],[47.65026151],[186.9611538],[464.0866021],[87.05832863],[108.49212345],[45.16033829],[145.53741293],[77.36427112],[75.78671449],[138.03986098],[77.11947911],[65.96881101],[44.97117232],[226.77112014],[28.23279165],[104.53393421],[44.73068148],[245.99226797],[55.48240029],[13.97073231],[70.77064798],[35.79709945],[97.06526143],[18.77308812],[74.96001672],[48.86461517],[161.62142689],[83.68788489],[142.09010102],[49.64421386],[121.13623767],[77.68201992],[93.0734797],[18.20154661],[135.55230016],[66.51824262],[49.07215094],[109.20596194],[15.2693546],[98.99696672],[60.67120088],[187.53305364],[91.75031856],[80.79232995],[53.77803006],[52.31642037],[55.39511026],[47.68096235]
249,[194.38752448],[82.25420285],[93.32635289],[91.5603947],[62.29593036],[151.0324101],[146.96284797],[61.77918955],[96.07868603],[26.19555454],[54.45549531],[47.68884034],[187.47254507],[463.215507],[87.00688665],[108.20405517],[45.38096985],[146.36098364],[76.78972687],[75.52880204],[137.33460726],[76.95516104],[65.73820131],[44.00654189],[225.15255508],[28.19487911],[105.01751506],[44.65775579],[246.11613479],[55.65527886],[13.90170367],[68.92559022],[35.75944259],[96.87004911],[18.68756098],[75.03363273],[48.88291921],[162.09607197],[83.31032167],[142.49160801],[49.74375684],[121.25320366],[74.08947263],[93.26596804],[18.23612999],[135.77930745],[66.59669746],[49.35713947],[109.63627834],[15.212285],[98.73129258],[60.79297699],[189.15775968],[91.71487531],[80.80235486],[54.18476445],[52.55886891],[55.56822683],[47.91767949]
250,[194.04699042],[82.60280303],[93.16140006],[91.64703666],[61.79787436],[150.64586214],[147.47335873],[61.6470695],[95.67224711],[25.83962349],[54.34036142],[47.48208559],[187.5403069],[462.58239771],[87.30643976],[109.28688606],[45.42541712],[146.05256311],[76.39641872],[75.45235946],[137.96993546],[76.37180574],[65.37834907],[44.3692943],[226.32207102],[28.12392838],[104.75311738],[44.68852904],[242.85731679],[55.59180019],[13.85832311],[69.29368891],[35.7404244],[96.5163877],[18.58967761],[74.72832741],[48.55671272],[161.23792971],[83.44836842],[141.93788883],[49.37055158],[121.42864967],[74.70485241],[92.66931588],[18.157165],[135.68193494],[66.56395353],[49.47624359],[109.04132861],[15.02270125],[98.08547],[60.40593779],[188.13199504],[91.99056065],[80.53932673],[53.86636215],[52.29576665],[55.16984728],[47.37796404]
251,[195.17376998],[83.59672884],[93.35903883],[91.91424595],[61.74412693],[151.30176238],[147.67166719],[61.84982544],[95.80807528],[25.95410415],[54.67852669],[47.67487714],[187.95810071],[465.3224878],[87.28197194],[108.56603055],[45.13059583],[147.27279262],[77.11847811],[75.13201785],[137.37499468],[77.00799088],[65.33839492],[44.09158432],[224.94911556],[28.42828257],[104.22631516],[44.91431644],[242.36106076],[55.93789265],[13.9791795],[69.45879767],[36.076893],[97.16002454],[18.66667347],[75.35190794],[48.91221398],[163.18596871],[83.46617917],[142.2129618],[49.51289413],[121.84100324],[74.48100379],[93.30653543],[18.31793061],[136.69060497],[67.46963368],[49.40848713],[109.96448825],[15.16651111],[99.16608371],[60.74920349],[189.03474424],[92.18394166],[80.91536883],[54.20906319],[52.42999432],[55.63341259],[47.68886691]
252,[194.47866069],[83.89083502],[93.15136266],[91.94845574],[61.83621036],[151.85618974],[147.79443882],[61.76780755],[95.33956263],[25.80981994],[54.88792595],[47.35966556],[187.5719315],[473.68324572],[86.75189779],[109.1101303],[45.29845619],[147.38167389],[76.95661292],[74.92282006],[137.19620968],[76.59797099],[64.83830511],[44.22312088],[222.68406032],[28.26184812],[103.46856065],[44.9201018],[242.42852695],[55.86923794],[13.85430275],[69.94124042],[36.29258162],[96.85776519],[18.43308197],[75.32118593],[48.68698192],[163.10656371],[83.65968966],[142.54932719],[49.16825513],[121.89555709],[75.88906506],[93.73311943],[18.27229656],[136.52716112],[67.26503934],[49.24352693],[110.01699668],[15.02952621],[99.29084698],[60.14960169],[187.9491126],[92.85729306],[81.09155104],[54.23154195],[52.23623227],[55.6370503],[47.27247584]
253,[193.73586109],[83.91935449],[92.61079679],[91.56881277],[62.60050687],[152.67437519],[149.24285557],[62.0484763],[96.00384319],[25.44982251],[54.74878382],[46.87458306],[186.47183832],[480.37378536],[84.59178116],[110.02295996],[45.06600746],[146.65966676],[75.99468702],[72.29061328],[137.75549028],[75.82478797],[63.80745272],[44.06780639],[227.0267248],[28.15017001],[102.258779],[44.78852755],[239.99441156],[55.88334042],[13.80074295],[69.73757154],[36.29494844],[96.07483212],[18.25857811],[74.85622191],[48.89367953],[162.92601552],[83.58384657],[144.02336825],[48.59890398],[122.78246313],[74.76660822],[93.36893415],[18.28439545],[135.36864813],[67.33782727],[48.78012782],[109.35963971],[14.92545352],[98.66701481],[59.70566747],[187.51091347],[94.41812232],[81.51892302],[54.01117725],[52.02548141],[55.23378313],[46.76534121]
