,Advance_Auto_Parts_predictions,Amazon_predictions,AutoZone_predictions,Best_Buy_Co_predictions,BlockHR_predictions,BorgWarner_predictions,Carmax_predictions,Carnival_predictions,Chipotle_Mexican_Grill_predictions,D_R_Horton_predictions,Darden_Restaurants_predictions,Dollar_General_predictions,Dollar_Tree_predictions,eBay_predictions,Expedia_Group_predictions,Ford_Motor_predictions,Gap_predictions,Garmin_predictions,General_Motors_predictions,Genuine_Parts_predictions,Goodyear_Tire_Rubber_predictions,Hanesbrands_predictions,Harley_Davidson_predictions,Hasbro_predictions,Home_Depot_predictions,Kohls_predictions,L_Brands_predictions,Leggett_Platt_predictions,Lennar_predictions,LKQ_predictions,Lowes_Cos_predictions,Macys_predictions,Marriott_Int_predictions,Mattel_predictions,McDonalds_predictions,MGM_Resorts_International_predictions,Mohawk_Industries_predictions,Newell_Brands_predictions,Nike_predictions,Nordstrom_predictions,Norwegian_Cruise_Line_predictions,OReilly_Automotive_predictions,Polo_Ralph_Lauren_predictions,Pulte_Homes_predictions,PVH_Corp_predictions,Ross_Stores_predictions,Starbucks_predictions,Target_predictions,Tiffany_predictions,TJX_Companies_predictions,Tractor_Supply_Company_predictions,Ulta_Beauty_predictions,Under_Armour_Class_A_predictions,V_F_Corp_predictions,Whirlpool_predictions,Wynn_Resorts_predictions,Yum_Brands_predictions
195,[103.32348702],[1028.43563621],[502.82969381],[54.09298706],[30.56788939],[46.30997387],[64.40711491],[67.57127061],[355.59646432],[36.33522672],[89.63727318],[71.27527721],[70.7995409],[37.12929882],[154.77565057],[11.68742534],[23.47447041],[51.33366688],[36.38499882],[81.62659428],[35.90505103],[23.20265515],[48.80929529],[114.90227032],[146.97346913],[39.98471233],[45.04858828],[52.60747399],[53.27080793],[33.40097029],[72.88781593],[23.03556535],[102.46047735],[21.2776956],[154.28463793],[33.82476821],[242.66580201],[53.04680208],[59.09769688],[47.15020034],[55.03012245],[188.76398821],[73.52855817],[24.2842137],[115.75377629],[54.62265142],[58.02415441],[54.56010544],[92.63154193],[69.63000334],[51.9437974],[255.85199637],[20.5418282],[57.66222729],[189.91517348],[131.86193828],[74.58751032]
196,[105.08181449],[1025.9428214],[510.95604625],[54.19967722],[29.80387756],[44.88417976],[66.10260208],[66.9507457],[345.96836644],[36.65202847],[88.81869436],[72.19274268],[70.8244854],[36.59741636],[153.90621127],[11.50782188],[23.78289515],[51.56801645],[36.04695913],[82.71509631],[35.45300808],[23.49178348],[48.48319692],[115.96692087],[146.98608664],[40.41835954],[44.91405293],[52.63421058],[53.36138138],[33.4972622],[73.73613212],[23.34220471],[102.8886618],[21.61006783],[153.96201472],[33.99276423],[245.51066561],[52.98521079],[59.89308926],[47.3088863],[55.07307799],[188.29073081],[74.8667857],[24.33143321],[116.85000231],[54.29202123],[57.95470953],[54.8307688],[93.71884101],[69.03117698],[52.56496239],[253.48600168],[20.56065943],[58.57798856],[191.35641955],[133.84185996],[74.69598408]
197,[103.02460437],[1039.80846181],[497.85721485],[54.72614337],[29.82115759],[44.63370629],[65.6624175],[67.06072137],[340.00906875],[36.538539],[86.77206922],[71.97177901],[69.31246904],[36.40707586],[154.58655679],[11.26450571],[23.16213175],[51.65411241],[35.80145617],[81.75995788],[35.16038311],[23.16937312],[48.57185709],[105.43599612],[145.03343602],[39.3504898],[44.24140518],[53.38090274],[52.91897633],[33.01374151],[74.41459843],[22.65098575],[102.78162377],[20.71951448],[151.93487375],[33.98677083],[243.99156103],[52.62670528],[58.86539143],[46.91546619],[55.76249828],[184.38192848],[72.94714733],[24.4118407],[116.60255576],[53.06240195],[57.99676115],[54.0097866],[93.39913352],[67.11321086],[51.54171851],[252.44689334],[20.17585894],[58.77754529],[190.41559059],[138.4351348],[74.55770554]
198,[105.58984101],[1040.86108545],[510.68623766],[55.2248909],[30.15057733],[45.79811598],[66.22997667],[67.14889826],[349.07366286],[37.02669448],[86.9064042],[73.63164587],[70.68405991],[36.30328189],[154.76436163],[11.25953874],[23.93623917],[52.54401371],[35.56265206],[83.41609874],[35.79502512],[23.50855608],[48.12829066],[106.93099778],[146.89962703],[39.97418785],[45.40937402],[53.81037276],[53.21275758],[32.89553525],[75.52608138],[23.49756505],[103.11957128],[21.0900691],[159.07663145],[34.24824221],[241.74064593],[53.09804114],[59.43108137],[48.06560757],[55.73501272],[187.1173213],[74.90524191],[24.54186281],[118.67054997],[54.013452],[58.51609494],[55.21208852],[95.10036591],[68.73947814],[53.41669276],[256.71937944],[20.02499127],[60.84220943],[190.80825852],[138.92903233],[74.77866648]
199,[106.61653799],[1053.0032512],[516.7150643],[55.63449733],[30.21900113],[45.92014923],[66.72701016],[66.71188635],[340.63092103],[36.28104266],[85.89613327],[74.51875726],[70.91774047],[37.00395557],[157.13696776],[11.04915828],[23.92712992],[52.25172363],[35.62718095],[82.80355486],[35.86822374],[23.31141187],[48.64908282],[106.13199993],[147.06862145],[40.21549555],[45.00851412],[51.88939009],[52.76530447],[32.82734797],[76.23831609],[23.47732515],[103.09309332],[20.85922493],[156.45915949],[33.78923325],[240.25151262],[52.78327294],[58.34791019],[47.85173879],[55.70418943],[187.5092403],[74.30685525],[24.29614503],[118.24965076],[53.93240546],[57.92565118],[54.8584536],[94.99149179],[68.60059254],[53.42880413],[247.78523281],[19.55302257],[60.70887969],[190.26908836],[131.86326554],[74.5818523]
200,[110.08443977],[1046.37087675],[526.97550141],[57.00279203],[30.39565781],[47.057919],[66.4541374],[66.4424598],[350.50746737],[36.16434309],[84.56408469],[75.08727179],[72.18066533],[36.14236439],[154.18212542],[11.18384592],[24.28124314],[51.87178459],[35.97029121],[84.83261364],[35.65221016],[23.06839301],[50.15351433],[106.53285346],[147.65038789],[41.44188481],[45.8969845],[51.86224206],[53.05872431],[33.90366159],[76.85981253],[24.20183474],[104.12639752],[21.32175487],[157.00869967],[33.3903194],[238.56270113],[52.18391507],[58.14455961],[48.85213923],[55.1379806],[201.14602955],[75.7604177],[24.37018031],[119.08228169],[55.1035548],[59.44216756],[56.12202437],[95.23203935],[69.60970193],[57.41116359],[249.09520335],[19.35770147],[60.64656955],[178.47444795],[127.79222504],[75.60116589]
201,[110.17818002],[1019.86915151],[527.19921486],[57.58372407],[30.20817754],[46.97020214],[66.83166032],[66.43954397],[349.7925453],[35.8647574],[83.82031824],[74.81884479],[71.90884089],[35.97367417],[159.63716502],[11.17747063],[23.76756448],[51.32569051],[35.76688781],[83.92954106],[32.46151227],[23.21698742],[48.78908731],[105.87993646],[148.36423843],[41.2060454],[45.68355746],[49.73216648],[52.46266011],[34.53698185],[76.51872772],[23.90570704],[103.40336686],[19.54898009],[156.12532509],[33.1202323],[248.8620818],[52.15690927],[58.67250794],[48.60033158],[55.29888344],[199.90508531],[75.0404694],[24.34440367],[119.98232894],[54.82427737],[54.09545834],[56.00140347],[96.33113369],[69.43301194],[56.7708795],[249.20977707],[19.38558898],[61.68865612],[178.03191399],[128.69571391],[74.95813451]
202,[112.00457534],[987.77710506],[538.63004423],[58.33923478],[30.52960144],[46.68456941],[66.25051876],[66.80710867],[343.66991252],[35.73941175],[83.89426909],[75.21337162],[72.06518955],[35.72248743],[156.31025068],[11.22010526],[23.79287541],[50.23160974],[35.97848727],[84.94630085],[31.18980808],[22.85244518],[48.66077459],[105.96496197],[149.48772784],[41.33954302],[46.31181822],[48.17014304],[52.4659817],[34.58557392],[77.26467517],[23.75193957],[104.25009498],[20.04002231],[155.16478113],[32.92989451],[248.70179572],[52.78715803],[59.00493672],[48.48859767],[55.0811894],[203.82727585],[75.58788246],[24.43297289],[119.10820681],[55.28102233],[53.98549171],[56.74174149],[95.44259784],[70.19140135],[55.9714857],[251.35923334],[19.98186983],[62.05455528],[178.26431568],[129.68000438],[75.4846028]
203,[114.16371168],[998.93969232],[548.18234015],[59.47162559],[30.58993386],[45.80873367],[66.68198263],[67.52532636],[347.1229724],[36.07591124],[84.7210219],[75.47755286],[73.1251315],[35.87962365],[152.9151713],[10.93196228],[23.84097838],[50.0295206],[34.7071367],[84.95925921],[31.33582429],[23.00718921],[48.7341327],[106.01834758],[149.90096426],[41.56038515],[46.28340577],[48.14812952],[53.42744577],[34.25725781],[77.84130149],[23.95971734],[105.1570053],[19.65954663],[154.22960587],[32.42971314],[252.20458993],[52.67576755],[59.79823951],[49.00949646],[56.94966923],[208.75322535],[75.54444675],[24.885798],[120.05245772],[55.54946482],[54.68996806],[56.8257496],[95.93003517],[70.57324106],[56.0595116],[255.07216333],[18.15052906],[62.48039203],[176.33427362],[128.07771758],[75.47401156]
204,[114.13067275],[999.349209],[541.79995487],[59.37231935],[30.50506014],[46.04902841],[65.73590944],[67.53365052],[350.46620878],[36.42126],[84.54773545],[74.67405013],[72.87860768],[35.88595045],[152.95211869],[10.98614754],[23.41325167],[52.23354819],[34.78820485],[84.33553683],[31.55526206],[23.59831869],[47.87439241],[104.8631181],[150.46012965],[41.06704202],[44.27237562],[47.60315006],[53.83436942],[34.11961251],[77.80802666],[23.11053403],[103.62300431],[19.65779215],[156.57463242],[32.00613856],[251.15769474],[52.53917433],[59.74451323],[46.46372465],[55.70562438],[209.25196719],[75.4288807],[25.18226476],[119.64938107],[55.61387627],[55.51775536],[56.82924827],[92.28908434],[70.47519354],[55.5654652],[248.42549657],[18.55743997],[62.67084406],[176.42414228],[125.83676828],[76.61345297]
205,[110.46230075],[987.45693391],[529.89497772],[59.73670937],[30.5293959],[45.89269516],[65.59838676],[67.43640442],[345.2370515],[36.32782518],[82.24030835],[74.60925624],[73.59336827],[35.6972104],[154.22757985],[10.92664225],[23.45377614],[51.85335195],[34.81221149],[84.18317843],[31.28835945],[23.7846516],[48.06715614],[104.09810192],[150.88590776],[41.98817096],[41.61294284],[47.71480193],[53.86359295],[34.09296789],[77.97039635],[23.58097833],[103.6778614],[18.93037317],[154.84317773],[31.55521891],[251.12410884],[52.57526417],[60.13354004],[46.89446987],[56.36223458],[205.72454885],[75.93881059],[25.28261161],[121.1801763],[54.84631187],[55.55380756],[57.058964],[93.02761482],[69.61227948],[55.509056],[250.96931681],[18.1939366],[63.12523575],[175.97220171],[126.25690934],[74.82332471]
206,[111.33216794],[987.7721979],[537.41319164],[60.27213774],[30.10225205],[46.65943382],[65.74628642],[67.78137967],[344.5851174],[36.60933832],[83.12929999],[74.86517791],[74.1801184],[35.6128808],[151.82579951],[10.94566695],[23.83792894],[51.84606691],[35.28110632],[83.79394959],[31.22741031],[24.24717299],[48.30368664],[103.61413901],[152.76407298],[41.85371652],[43.31532871],[48.34656909],[54.24983173],[34.16410958],[78.32221101],[23.22866898],[105.04098786],[18.99005483],[153.94478433],[31.85053975],[250.87179232],[50.49642],[59.74106122],[46.92614948],[56.88707633],[205.23366222],[77.16785827],[25.58117894],[122.11445897],[55.83056439],[55.39489415],[57.59246345],[92.91469851],[70.13296318],[56.9465434],[250.8901376],[18.35122488],[63.15895876],[177.80104166],[127.52749779],[75.08044648]
207,[109.27120519],[991.1847966],[531.62492548],[61.40245353],[30.33108123],[47.0374473],[64.88858948],[67.99655648],[332.97194146],[36.25839601],[81.9517091],[76.65355001],[75.77032296],[36.32122838],[146.03271039],[10.88840754],[24.58801361],[51.72019338],[35.43339412],[83.42717281],[31.49573368],[24.53630622],[47.8548234],[101.55743477],[153.34558038],[42.77479607],[42.71530592],[47.90599694],[54.38942383],[34.33793292],[77.29351838],[23.49737573],[104.09438902],[18.36163701],[155.04652437],[31.56123287],[249.14033344],[51.03653959],[59.45140523],[47.22299411],[59.48011321],[203.28836432],[88.69104354],[25.28896972],[124.22835348],[55.88349782],[54.51046729],[58.7478043],[91.37140108],[71.44449388],[55.8015116],[250.86458052],[19.24909038],[62.57371671],[178.51410988],[130.0154109],[74.20523903]
208,[108.99269512],[982.72993941],[532.21300687],[61.11425292],[30.84506322],[46.52190139],[65.30139799],[68.18563218],[334.73891895],[36.42572452],[81.33439409],[77.05919829],[74.87729196],[36.02591655],[148.24476171],[10.91457582],[23.78891693],[52.27940262],[35.24841198],[83.5088256],[31.25348165],[24.22377987],[47.80787146],[100.18894587],[155.24959332],[41.92776751],[42.577131],[47.71159456],[54.13954133],[34.48430648],[78.28490108],[22.98245083],[101.41452491],[17.99374934],[154.88308125],[31.55683409],[249.90696071],[50.73396608],[59.90874904],[46.88758544],[58.17279511],[203.11694511],[87.13355003],[25.32151722],[124.15229001],[56.00425235],[53.74385623],[57.76531693],[91.29272207],[71.27270716],[55.43141967],[252.87164919],[18.98320745],[62.26443947],[175.05756704],[129.71771329],[75.16048619]
209,[106.3165811],[956.84731999],[526.80250555],[59.9294752],[30.66018888],[44.87183025],[63.9453013],[67.42709891],[322.18073723],[35.89596294],[82.35006849],[75.62758475],[73.04618454],[35.02129937],[143.9905863],[10.7586741],[23.0223483],[51.3194863],[34.84949409],[82.27248098],[30.4184096],[23.87756747],[47.28858334],[98.0006404],[153.87197734],[39.55492824],[41.31819504],[47.02309388],[53.18291728],[33.75878991],[77.16834145],[20.60597898],[99.55727287],[17.70063609],[156.6315616],[30.44613393],[246.556858],[50.32423378],[59.01784012],[44.86470669],[57.19441457],[197.43589255],[84.57253447],[24.77712946],[121.59793123],[54.77776779],[53.07992699],[55.6672542],[89.25265964],[70.23870582],[53.19464809],[247.4683712],[18.62540146],[61.26370044],[171.87466359],[125.88667828],[75.32524978]
210,[107.44994344],[969.22304607],[533.28163049],[60.12213624],[30.70700987],[44.53403001],[64.4853111],[67.50240572],[326.86650685],[36.14889858],[83.34839151],[75.70399287],[73.66939069],[35.08210305],[145.19796117],[10.75962018],[23.06547066],[51.21561004],[34.91041349],[82.84714532],[30.18686482],[23.85190189],[47.56762557],[97.64113955],[154.8814454],[38.72770982],[40.82773424],[46.98339912],[53.30502111],[33.82120051],[77.20850893],[20.59516527],[99.47498766],[17.49208258],[157.32825149],[30.64093149],[245.78326821],[50.21192903],[58.95947394],[45.01156883],[56.93319518],[199.02366602],[82.82347202],[24.87186742],[123.85223782],[55.53809837],[53.17663741],[55.81938243],[90.42886522],[70.9604273],[53.3530746],[250.77545001],[18.45101264],[61.63145427],[171.46697828],[125.45693174],[75.55546681]
211,[109.42507833],[985.89285314],[526.29325592],[60.60930247],[31.22039945],[45.14580371],[64.9176543],[68.02619665],[322.03604427],[36.58633389],[82.77932253],[76.50813618],[74.57240036],[35.1533312],[147.68329552],[10.91808121],[23.07349143],[51.80881769],[35.50020103],[83.74510682],[30.19988227],[24.15552629],[47.8704494],[98.24054465],[154.4161647],[38.68332814],[40.59382341],[47.44114627],[53.92428258],[33.76215601],[77.83321798],[20.19948296],[100.14964368],[17.41415622],[157.27526295],[30.98895672],[248.65475175],[50.14101927],[59.79229274],[45.40531833],[57.59968716],[198.75609328],[84.29779492],[25.38723661],[124.08607288],[54.7504022],[53.19941906],[55.75192111],[90.65485344],[69.79976197],[54.0709748],[249.10099018],[18.74488378],[63.55001535],[173.69370557],[128.1934805],[76.20930445]
212,[86.11589844],[983.14096129],[515.60796981],[59.0494401],[31.51179792],[45.28157084],[64.47494235],[68.72641449],[323.04442704],[36.7672301],[83.46506529],[73.46000642],[73.3011157],[35.22455263],[147.44956944],[10.83661147],[22.09388053],[51.43020805],[35.54428778],[80.44384023],[30.34206962],[24.01342309],[47.66994634],[98.29870594],[149.92006582],[38.07649872],[39.02811603],[47.15768447],[54.07073829],[33.71328207],[74.50666216],[20.20308806],[100.4489878],[17.46879234],[157.68794963],[31.68714287],[250.10694587],[50.27030099],[58.47743948],[44.5163262],[57.36972012],[195.77149075],[85.07845405],[25.53538419],[123.38672525],[53.05034211],[53.12406442],[54.22724497],[88.09780813],[70.21301709],[52.67661873],[238.24996131],[18.12134154],[63.93502447],[173.06690921],[136.35683779],[76.33774876]
213,[93.33689485],[977.49306073],[525.69121582],[60.71245226],[30.77550313],[45.40692083],[64.88075874],[68.92614842],[319.93618241],[36.83158291],[84.40500511],[74.8643861],[74.61885467],[35.35409329],[148.72869708],[10.79100466],[22.54692769],[51.87753638],[35.74273146],[82.44028372],[30.34294941],[24.27519582],[47.52424205],[98.97911797],[152.77991083],[37.87768057],[39.54000266],[47.75468643],[54.12332626],[34.51818094],[75.354648],[20.07599703],[100.32944413],[17.39199348],[158.88373199],[31.31596836],[252.18977007],[50.85391496],[58.53847208],[44.56804483],[57.87366028],[201.91606138],[86.24655025],[25.92382291],[124.40285961],[54.36271638],[53.45094764],[56.41550983],[89.47857865],[71.4771304],[53.67563169],[242.88816993],[18.13665216],[63.85766069],[173.99066011],[136.26969209],[76.38826443]
214,[92.69206142],[960.77179134],[515.82667778],[60.10807901],[30.22800358],[44.61017333],[63.97016927],[67.55289579],[317.74646403],[36.08468728],[84.21696798],[74.13330241],[74.38999138],[34.83113935],[143.87232338],[10.6226837],[22.6386982],[51.21340884],[34.95680576],[81.26842072],[29.91850538],[23.80812116],[47.06561135],[97.27095552],[149.70697855],[37.11193717],[37.59309717],[46.58274369],[52.88312756],[34.0911373],[74.29787437],[19.56941275],[97.88341242],[17.13580961],[157.95444647],[30.47579695],[248.00320678],[50.07171994],[57.44525591],[44.48712188],[56.16281868],[200.63797778],[85.34178054],[25.4124507],[122.11624227],[53.31409635],[53.02137215],[55.91051483],[88.22739973],[70.40381665],[54.89658221],[242.41666252],[17.71363618],[62.95660231],[171.57284183],[134.19182505],[75.52410185]
215,[91.591194],[959.61418134],[509.74263136],[59.54190794],[29.78401774],[44.27079629],[64.01818953],[67.48259379],[310.98303213],[35.78540009],[84.03091989],[73.75453624],[74.14039151],[34.79128554],[143.91717855],[10.54274687],[22.68073094],[51.17547189],[34.78553583],[81.61394776],[29.720214],[23.47781451],[46.89889074],[95.69424586],[147.41002013],[37.26628583],[36.14282473],[46.42578128],[51.92528178],[34.07004422],[73.66133249],[19.4492408],[98.08798165],[16.78182183],[157.85794117],[30.70380846],[249.16072594],[49.70553341],[54.89987203],[44.27901675],[55.95562348],[197.75421279],[84.26963311],[25.29479796],[121.03719254],[58.9633426],[52.68009249],[55.701272],[88.16873601],[70.3955966],[54.73517624],[244.0759147],[17.03273227],[62.66496256],[170.17917954],[134.50391056],[75.44820081]
216,[96.43385418],[955.01640812],[518.58578202],[60.50659071],[29.75995186],[44.59691371],[64.15376778],[68.46131802],[308.47442512],[35.80733876],[84.53877645],[74.88397185],[74.38238444],[34.22930854],[145.14723376],[10.56769262],[22.56678943],[50.99976892],[34.93442909],[82.83694222],[29.72029951],[23.24244308],[47.21963931],[94.99096772],[149.86178291],[37.30892049],[36.3400792],[46.23095548],[52.20386734],[34.03782251],[74.0567006],[19.47161075],[99.1266177],[16.38604062],[158.42591569],[31.10055818],[246.9400237],[48.38932257],[53.63681434],[43.76515066],[55.91960056],[198.2379773],[84.68276683],[25.39011411],[120.11284062],[58.46897761],[53.10875023],[56.57538322],[87.73872236],[71.32257402],[54.73090762],[234.31149918],[16.53189566],[62.96430688],[167.9560144],[135.69814181],[75.86791886]
217,[95.52219704],[968.27708111],[518.74557408],[61.61664145],[30.20111168],[44.93110391],[63.86693787],[68.33367007],[305.27706848],[35.58892757],[85.31222522],[76.36203196],[74.94640331],[34.79979641],[148.17136429],[10.65495581],[22.92268807],[51.70442266],[35.31641881],[82.51980157],[29.95975474],[23.4042766],[47.93851132],[94.59498933],[149.77169379],[38.105921],[36.71019622],[46.41100811],[51.96905802],[34.29203198],[75.65150757],[20.38471161],[102.11078416],[16.28854778],[159.60398826],[31.68675083],[249.95479311],[48.942095],[54.16457341],[44.505865],[56.92339952],[197.99763815],[85.13778895],[25.29052442],[120.17988626],[59.12134562],[54.40754473],[56.50463092],[88.54833133],[71.64012023],[56.04849361],[231.97519972],[16.73685185],[63.15792785],[169.3615913],[136.13794601],[76.55685413]
